ref	text	macula_lemma	macula_eng	macula_lxx_greek	hcb	cu2010s	cu2010t	rso94	sruv06	tbi	lsg10	rv09	tpb08	esvuk16	arbnav	tglulb	bsb	engulb	bbc
JER 26:12!2	יִרְמְיָ֨הוּ֙	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιας	Irmiya	耶利米	耶利米	Иеремия	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 26:12!10	יְהוָ֣ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	
JER 26:13!7	יְהוָ֣ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 26:13!10	יְהוָ֔ה	יהוה	Lord	κύριος	Ubangiji				BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 26:15!23	יְהוָה֙	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
JER 26:16!16	יְהוָ֥ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 26:18!2	מִיכָה֙	מִיכָה	Micah	μιξαιας	Mika	弥迦	彌迦		Mikaya	mikha		Miqueas	maika						Mika
JER 26:18!7	חִזְקִיָּ֣הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιου	Hezekiya	希西家	希西家	Езекии	Hezekia	Hizkia	Ézéchias	Ezequías		Hezekiah	حَزَقِيَّا	Hezekias	Hezekiah	Hezekiah	Hiskia
JER 26:18!9	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 26:18!14	יְהוּדָ֨ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейскому	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 26:18!18	יְהוָ֣ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	ni
JER 26:18!20	צִיּ֞וֹן	צִיּוֹן	Zion	σιων		锡安	錫安	Сион	Sayuni	Sion	Sion	Sion	saion	Zion	صِهْيَوْنَ		Zion	Zion	Sion
JER 26:18!23	ירוּשָׁלַ֨יִם֙	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Urushalima	耶路撒冷	耶路撒冷		Yerusalemu	Yerusalem		Jerusalén		Jerusalem	أُورُشَلِيمُ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 26:19!3	חִזְקִיָּ֨הוּ	חִזְקִיָּהוּ	Hezekiah	εζεκιας	Hezekiya	希西家	希西家	Езекия	Hezekia	Hizkia	Ézéchias	Ezequías		Hezekiah	حَزَقِيَّا	Hezekias	Hezekiah	Hezekiah	Hiskia
JER 26:19!5	יְהוּדָ֜ה	יְהוּדָה	Judah		Yahuda	犹大	猶大	Иудейский	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 26:19!7	יְהוּדָ֗ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иуда	Yuda	Yehuda	Juda	Judá		Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 26:19!11	יְהוָה֒	יהוה	LORD		Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
JER 26:19!15	יְהוָ֔ה	יהוה	Lord	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
JER 26:19!17	יְהוָ֔ה	יהוה	LORD	κύριος		耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
JER 26:20!6	יְהוָ֔ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 26:20!7	אֽוּרִיָּ֨הוּ֙	אוּרִיָּ֫הוּ	Uriah	ουριας	Uriya	乌利亚	烏利亞	Урия	Uria	Uria	Urie	Urías		Uriah	أُورِيَّا	Urias	Uriah	Uriah	Uria
JER 26:20!9	שְׁמַעְיָ֔הוּ	שְׁמַעְיָ֫הוּ	Shemaiah	σαμαιου	Shemahiya	示玛雅	示瑪雅	Шемаии	Shemaya	Semaya	Schemaeja	Semaías		Shemaiah	شِمْعِيَا		Shemaiah	Shemaiah	Semanya
JER 26:20!21	יִרְמְיָֽהוּ	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιου	Irmiya	耶利米	耶利米	Иеремия	Yeremia	firman	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	
JER 26:21!3	יְ֠הוֹיָקִים	יְהוֹיָקִים	Jehoiakim	ιωακιμ	Yehohiyakim	约雅敬	約雅敬	Иоаким	Yehoyakimu	Yoyakim	Jojakim	Joacim	jehoiakim	Jehoiakim	يَهُويَاقِيمَ	Jehoiakim	Jehoiakim	Jehoiakim	Joiakim
JER 26:21!14	אוּרִיָּ֨הוּ֙	אוּרִיָּה	Uriah	ουριας	Uriya	乌利亚	烏利亞	Урия	Uria	Uria	Urie	Urías		Uriah	أُورِيَّا	Urias	Uriah	Uriah	Uria
JER 26:21!18	מִצְרָֽיִם	מִצְרַ֫יִם	Egypt	αἴγυπτον	Masar	埃及	埃及	Египет	Misri	Mesir	Égypte	Egipto	isip	Egypt	مِصْرَ		Egypt	Egypt	Misir
JER 26:22!3	יְהוֹיָקִ֛ים	יְהוֹיָקִים	Jehoiakim		Yehohiyakim	约雅敬	約雅敬	Иоаким	Yehoyakimu	Yoyakim	Jojakim	Joacim	jehoiakim	Jehoiakim	يَهُويَاقِيمُ	Jehoiakim	Jehoiakim	Jehoiakim	Joiakim
JER 26:22!5	מִצְרָ֑יִם	מִצְרַ֫יִם	Egypt	αἴγυπτον				Египет	Misri	Mesir	Égypte	Egipto	isip	Egypt	مِصْرَ		Egypt	Egypt	Misir
JER 26:22!7	אֶלְנָתָ֧ן	אֶלְנָתָן	Elnathan	’’	Elnatan	以利拿单	以利拿單	Елнафана	Elnathani	Elnatan	Elnathan	Elnatán	elnatan	Elnathan	أَلْنَاثَانُ	Elnatan	Elnathan	Elnathan	Elnatan
JER 26:22!9	עַכְבּ֛וֹר	עַכְבּוֹר	Achbor	’’	Akbor	亚革波	亞革波	Ахборова	Akbori	Akhbor	Acbor	Acbor	akbor	Achbor	عَكْبُورَ	Acbor	Achbor	Akbor	Akbor
JER 26:22!13	מִצְרָֽיִם	מִצְרַ֫יִם	Egypt	’’	Masar	埃及	埃及		Misri	mesir	Égypte	Egipto							Misir
JER 26:23!3	אוּרִיָּ֜הוּ	אוּרִיָּה	Uriah	αὐτὸν	Uriya	乌利亚	烏利亞	Урию	Uria	Uria	Urie	Urías		Uriah	أُورِيَّا	Urias	Uriah	Uriah	Uria
JER 26:23!4	מִּצְרַ֗יִם	מִצְרַ֫יִם	Egypt	ἐκεῖθεν	Masar	埃及	埃及	Египта	Misri	Mesir	Égypte	Egipto		Egypt	مِصْرَ		Egypt	Egypt	Misir
JER 26:23!8	יְהוֹיָקִ֔ים	יְהוֹיָקִים	Jehoiakim		Yehohiyakim	约雅敬	約雅敬	Иоакиму	Yehoyakimu	Yoyakim	Jojakim	Joacim	jehoiakim	Jehoiakim	يَهُويَاقِيمَ	Jehoiakim	Jehoiakim	Jehoiakim	Joiakim
JER 26:24!3	אֲחִיקָ֣ם	אֲחִיקָם	Ahikam	αξικαμ	Ahikam	亚希甘	亞希甘	Ахикама	Ahikamu	Ahikam	Achikam	Ahicam	ahikam	Ahikam	أَخِيقَامَ	Ahikam	Ahikam	Ahikam	Ahikam
JER 26:24!5	שָׁפָ֔ן	שָׁפָן	Shaphan	σαφαν		沙番	沙番	Сафанова	Shafani	Safan	Schaphan	Safán		Shaphan	شَافَانَ	Safan	Shaphan	Shaphan	Sapan
JER 26:24!8	יִרְמְיָ֑הוּ	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιου	Irmiya	耶利米	耶利米	Иеремию	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 27:1!3	יְהוֹיָקִ֥ם	יְהוֹיָקִים	Zedekiah	’’	Zedekiya	约雅敬	約雅敬	Иоакима		yoyakim	Jojakim	Joacim		Zedekiah	يَهُويَاقِيمَ		Zedekiah	Zedekiah	
JER 27:1!5	יֹאושִׁיָּ֖הוּ	יֹאשִׁיָּ֫הוּ	Josiah	’’	Yosiya	约西亚	約西亞	Иосии	Yosia	Yosia	Josias	Josías		Josiah	يُوشِيَّا	Josias	Josiah	Josiah	Josia
JER 27:1!7	יְהוּדָ֑ה	יְהוּדָה	Judah	’’	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 27:1!12	יִרְמְיָ֔ה	יִרְמְיָ֫הוּ	Jeremiah	’’	Irmiya	耶利米	耶利米	Иеремии	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 27:1!14	יְהוָ֖ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:2!3	יְהוָה֙	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová		LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:3!4	אֱד֜וֹם	אֱדוֹם	Edom	ιδουμαίας	Edom	以东	以東	Идумейскому	Edomu	Edom	Édom	Edom	idom	Edom	أَدُومَ	Edom	Edom	Edom	Edom
JER 27:3!7	מוֹאָ֗ב	מוֹאָב	Moab	μωαβ	Mowab	摩押	摩押	Моавитскому	Moabu	Moab	Moab	Moab	moap	Moab	وَمُوآبَ	Moab	Moab	Moab	Moab
JER 27:3!11	עַמּ֔וֹן	עַמּוֹן	Ammon	αμμων	Ammon	亚扪	亞捫	Аммоновых	Amoni	Amon	Ammon	Amón	amon	Ammon	عَمُّونَ			Ammon	Amon
JER 27:3!14	צֹ֖ר	צֹר	Tyre	τύρου		推罗	推羅		Tiro	Tirus		tiro	tair	Tyre	وَصُورَ	Tiro	Tyre	Tyre	Tirus
JER 27:3!17	צִיד֑וֹן	צִידוֹן	Sidon	σιδῶνος		西顿	西頓	Сидона	Sidoni	Sidon	Sidon	Sidón	saidon	Sidon	وَصَيْدُونَ	Sidon	Sidon	Sidon	Sidon
JER 27:3!21	יְרוּשָׁלִַ֔ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Urushalima	耶路撒冷	耶路撒冷		Yerusalemu	Yerusalem		jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 27:3!23	צִדְקִיָּ֖הוּ	צִדְקִיָּ֫הוּ	Zedekiah	σεδεκιαν		西底家	西底家	Седекии	Sedekia	Zedekia	Sédécias	Sedequías		Zedekiah	صِدْقِيَّا	Zedekias	Zedekiah	Zedekiah	Sedekia
JER 27:3!25	יְהוּדָֽה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейскому	Yuda	Yehuda	Juda	Judá		Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 27:4!8	יְהוָ֤ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	ni
JER 27:4!11	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилев	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
JER 27:6!9	נְבוּכַדְנֶאצַּ֥ר	נְבוּכַדְרֶאצַּר	Nebuchadnezzar	ναβουξοδονοσορ	Nebukadnezzar	尼布甲尼撒	尼布甲尼撒	Навуходоносора	Nebukadneza	Nebukadnezar	Nebucadnetsar	Nabucodonosor		Nebuchadnezzar	نَبُوخَذْنَاصَّرَ	Nebucadnezar	Nebuchadnezzar	Nebuchadnezzar	Nebukadnesar
JER 27:6!11	בָּבֶ֖ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонского	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 27:8!9	נְבוּכַדְנֶאצַּ֣ר	נְבוּכַדְרֶאצַּר	Nebuchadnezzar	’’	Nebukadnezzar	尼布甲尼撒	尼布甲尼撒	Навуходоносору	Nebukadneza	Nebukadnezar	Nebucadnetsar	Nabucodonosor		Nebuchadnezzar	لِنَبُوخَذْنَاصَّرَ	Nebucadnezar	Nebuchadnezzar	Nebuchadnezzar	Nebukadnesar
JER 27:8!11	בָּבֶ֔ל	בָּבֶ֫ל	Babylon	’’	Babilon	巴比伦	巴比倫	Вавилонскому	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 27:8!20	בָּבֶ֑ל	בָּבֶ֫ל	Babylon	βαβυλῶνος		巴比伦	巴比倫	Вавилонского	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 27:8!29	יְהוָ֔ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:9!23	בָּבֶֽל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонскому	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 27:11!8	בָּבֶ֖ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонского	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 27:11!14	יְהוָ֔ה	יהוה	LORD		Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:12!2	צִדְקִיָּ֤ה	צִדְקִיָּ֫הוּ	Zedekiah	σεδεκιαν		西底家	西底家	Седекии	Sedekia	Zedekia	Sédécias	Sedequías		Zedekiah	صِدْقِيَّا	Zedekias	Zedekiah	Zedekiah	Sedekia
JER 27:12!4	יְהוּדָה֙	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудейскому	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 27:12!15	בָּבֶ֗ל	בָּבֶ֫ל	Babylon		Babilon	巴比伦	巴比倫	Вавилонского	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 27:13!10	יְהוָ֔ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	difirmankan	Éternel	jehová	bikpela	LORD	الرَّبُّ		LORD		nilumbahon
JER 27:13!18	בָּבֶֽל	בָּבֶ֫ל	Babylon	’’	Babilon	巴比伦	巴比倫	Вавилонскому	Babeli	raja	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	raja
JER 27:14!13	בָּבֶ֑ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонскому	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 27:15!5	יְהוָ֔ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:16!11	יְהוָה֒	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:16!23	יְהוָ֛ה	יהוה	LORD’s	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:17!7	בָּבֶ֖ל	בָּבֶ֫ל	Babylon	’’	Babilon	巴比伦	巴比倫	Вавилонскому	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 27:18!7	יְהוָ֖ה	יהוה	LORD	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:18!11	יהוָ֣ה	יהוה	LORD	μοι	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:18!18	יְהוָ֗ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:18!21	יְהוּדָ֛ה	יְהוּדָה	Judah	’’	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá		Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 27:18!22	ירוּשָׁלִַ֖ם	יְרוּשָׁלִַ֫͏ם	Jerusalem		Urushalima	耶路撒冷	耶路撒冷		hapa Yerusalemu	Yerusalem		jerusalén		Jerusalem	وَأُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 27:19!4	יְהוָ֣ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبَّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:20!4	נְבֽוּכַדְנֶאצַּר֙	נְבוּכַדְרֶאצַּר	Nebuchadnezzar		Nebukadnezzar	尼布甲尼撒	尼布甲尼撒	Навуходоносор	Nebukadneza	Nebukadnezar	Nebucadnetsar	Nabucodonosor		Nebuchadnezzar	نَبُوخَذْنَاصَّرُ	Nebucadnezar	Nebuchadnezzar	Nebuchadnezzar	Nebukadnesar
JER 27:20!6	בָּבֶ֔ל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонский	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 27:20!9	יְכָונְיָ֨ה	יְכוֹנְיָה	Jeconiah		Yekoniya	耶哥尼雅	耶哥尼雅			Yekhonya				Jeconiah	يَكُنْيَا	Jeconias	Jeconiah	Jehoiachin	Jekonya
JER 27:20!11	יְהוֹיָקִ֧ים	יְהוֹיָקִים	Jehoiakim		Yehohiyakim	约雅敬	約雅敬	Иоакима	Yehoyakimu	Yoyakim	Jojakim	Joacim	jehoiakim	Jehoiakim	يَهُويَاقِيمَ	Jehoiakim	Jehoiakim	Jehoiakim	Joiakim
JER 27:20!13	יְהוּדָ֛ה	יְהוּדָה	Judah	’’	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 27:20!14	ירֽוּשָׁלִַ֖ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	’’	Urushalima	耶路撒冷	耶路撒冷		toka Yerusalemu	Yerusalem		Jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 27:20!19	יְהוּדָ֖ה	יְהוּדָה	Judah		Yahuda	犹大	猶大	Иудеев	Yuda	Yehuda	Juda	Judá		Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 27:20!20	ירוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem		Urushalima	耶路撒冷	耶路撒冷		Yerusalemu	Yerusalem		Jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 27:21!4	יְהוָ֥ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:21!7	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	’’	Isra’ila	以色列	以色列	Израилев	Israeli	Israel	Israël	Israel		Israel		Israel	Israel	Israel	Israel
JER 27:21!12	יְהוָ֔ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	Jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 27:21!15	יְהוּדָ֖ה	יְהוּדָה	Judah	’’	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah		Juda	Judah	Judah	Juda
JER 27:21!16	ירוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem	’’	Urushalima	耶路撒冷	耶路撒冷		hapa Yerusalemu	Yerusalem		jerusalén		Jerusalem	أُورُشَلِيمَ	Jerusalem	Jerusalem	Jerusalem	Jerusalem
JER 27:22!10	יְהוָ֔ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová		LORD	الرَّبُّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:1!6	צִדְקִיָּ֣ה	צִדְקִיָּ֫הוּ	Zedekiah			西底家	西底家		kutawala	Zedekia	Sédécias	reinado		reign	حُكْمِ				Sedekia
JER 28:1!8	יְהוּדָ֔ה	יְהוּדָה	Judah		Yahuda	犹大	猶大	царя	mfalme	Yehuda	Juda	rey	juda	king	مَلِكِ		King		Juda
JER 28:1!16	חֲנַנְיָה֩	חֲנַנְיָ֫הוּ	Hananiah	ανανιας	Azzur	押朔	押朔	Анания	Hanania	bin	Hanania	Hananías		Hananiah	حَنَنِيَّا		Hananiah	Hananiah	anak
JER 28:1!18	עַזּ֨וּר	עַזּוּר	Azzur	αζωρ	annabi	先知	先知	Азура	Azuri		Azzur	Azur	profet	Azzur	عَزُورَ	Azur	Azzur	Azzur	
JER 28:1!21	גִּבְעוֹן֙	גִּבְעוֹן	Gibeon	γαβαων	gidan	殿	殿	Гаваона	Gibeoni		Gabaon	Gabaón		Gibeon	جِبْعُونَ	Gibeon	Gibeon	Gibeon	
JER 28:1!23	יְהוָ֔ה	יהוה	LORD	κυρίου	gaban	面	面		BWANA		Éternel	jehová	bikpela	LORD	الرَّبِّ	Yahweh	LORD	Yahweh	
JER 28:2!3	יְהוָ֧ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	ni
JER 28:2!6	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	’’	Isra’ila	以色列	以色列	Израилев	Israeli	Israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
JER 28:2!12	בָּבֶֽל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонского		Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 28:3!13	יְהוָ֑ה	יהוה	LORD’s	κυρίου	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová		LORD	الرَّبِّ	Yahweh	LORD	Yahweh	Jahowa
JER 28:3!16	נְבוּכַדנֶאצַּ֤ר	נְבוּכַדְרֶאצַּר	Nebuchadnezzar	’’	Nebukadnezzar	尼布甲尼撒	尼布甲尼撒	Навуходоносор	Nebukadneza	Nebukadnezar	Nebucadnetsar	Nabucodonosor		Nebuchadnezzar	نَبُوخَذْنَاصَّرُ	Nebucadnezar	Nebuchadnezzar	Nebuchadnezzar	Nebukadnesar
JER 28:3!18	בָּבֶל֙	בָּבֶ֫ל	Babylon	’’	Babilon	巴比伦	巴比倫	Вавилонский	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 28:3!23	בָּבֶֽל	בָּבֶ֫ל	Babylon	’’	Babilon	巴比伦	巴比倫	Вавилон	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 28:4!2	יְכָנְיָ֣ה	יְכוֹנְיָה	Jeconiah	ιεξονιαν	Yekoniya	耶哥尼雅	耶哥尼雅		Yekonia	Yekhonya		Jeconías	jehoiakin	Jeconiah	يَكُنْيَا	Jeconias	Jeconiah	Jehoiachin	Jekonya
JER 28:4!4	יְהוֹיָקִ֣ים	יְהוֹיָקִים	Jehoiakim	’’	Yehohiyakim	约雅敬	約雅敬	Иоакима	Yehoyakimu	Yoyakim	Jojakim	Joacim	jehoiakim	Jehoiakim	يَهُويَاقِيمَ	Jehoiakim	Jehoiakim	Jehoiakim	Joiakim
JER 28:4!6	יְ֠הוּדָה	יְהוּדָה	Judah	’’	Yahuda	犹大	猶大	Иудейского	Yuda	Yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 28:4!10	יְהוּדָ֜ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудеев	Yuda	Yehuda	Juda	Judá		Judah	يَهُوذَا	Juda	Judah	Judah	Juda
JER 28:4!19	יְהוָ֑ה	יהוה	LORD	’’	Ubangiji	耶和华	耶和華		BWANA	Tuhan	Éternel	jehová	bikpela	LORD		Yahweh	LORD	Yahweh	Jahowa
JER 28:4!25	בָּבֶֽל	בָּבֶ֫ל	Babylon	βαβυλῶνος	Babilon	巴比伦	巴比倫	Вавилонского	Babeli	Babel	Babylone	Babilonia		Babylon	بَابِلَ	Babilonia	Babylon	Babylon	Babel
JER 28:5!2	יִרְמְיָ֣ה	יִרְמְיָ֫הוּ	Jeremiah	ιερεμιας	Irmiya	耶利米	耶利米	Иеремия	Yeremia	Yeremia	Jérémie	Jeremías	jeremaia	Jeremiah	إِرْمِيَا	Jeremias	Jeremiah	Jeremiah	Jeremia
JER 28:5!5	חֲנַנְיָ֖ה	חֲנַנְיָ֫הוּ	Hananiah	ανανιαν	Hananiya	哈拿尼雅	哈拿尼雅	Анании	Hanania	Hananya	Hanania	Hananías	hanania	Hananiah	لِحَنَنِيَّا		Hananiah	Hananiah	Hanania
